"Product","Record Type","Account Number","Interest Rate","Loan Term(months)","Branch Code","Household"
"Personal Loan","Servicing","637985713246279","0.6000000000000001","24","B058","Primary"
"Checking Account","New Application","272123297972258","0.7000000000000001","60","B077","Primary"
"Mortgage","Servicing","034507629672086","0.2","48","B073","Low Income"
"Mortgage","New Application","689977589594685","0.6000000000000001","48","B045","Low Income"
"Mortgage","Closed","633508439673344","0.5","36","B001","Middle Income"
"Mortgage","Closed","080865032447505","0.4","48","B053","High Income"
"Checking Account","New Application","198866316844484","0.5","48","B084","Secondary"
"Mortgage","Servicing","804471225380401","0.30000000000000004","48","B053","Middle Income"
"Savings Account","Servicing","904649256342465","0.4","12","B015","High Income"
"Personal Loan","New Application","432201473067860","0.9","84","B019","High Income"
"Personal Loan","New Application","127738691697469","0.8","84","B059","Secondary"
"Mortgage","Servicing","274830928970350","0.8","60","B005","Middle Income"
"Savings Account","New Application","347151151832588","0.30000000000000004","60","B099","High Income"
"Personal Loan","Servicing","506666589395973","0.1","60","B041","Low Income"
"Personal Loan","Servicing","916922894016020","0.8","60","B014","High Income"
"Mortgage","New Application","501315843133328","0.9","72","B031","Primary"
"Personal Loan","Servicing","118701888543434","0.9","36","B089","Secondary"
"Savings Account","Servicing","479955558661343","0.6000000000000001","36","B081","Primary"
"Mortgage","Closed","481580924796061","0.4","84","B025","Low Income"
"Mortgage","New Application","993620256864144","0.4","60","B005","Low Income"
"Savings Account","Servicing","184175602827268","0.6000000000000001","60","B065","Secondary"
"Mortgage","New Application","408300637708074","0.9","48","B006","Middle Income"
"Savings Account","New Application","930750722739187","0.8","72","B043","Low Income"
"Mortgage","Servicing","987467192312448","0.9","12","B009","Secondary"
"Savings Account","New Application","764986880732438","0.30000000000000004","48","B021","Low Income"
"Checking Account","Closed","254799295624304","0.6000000000000001","36","B034","Middle Income"
"Savings Account","Closed","773019085595361","0.30000000000000004","72","B090","Middle Income"
"Savings Account","New Application","294834614544909","0.7000000000000001","12","B021","Low Income"
"Savings Account","Servicing","252173221030081","0.9","36","B050","Secondary"
"Checking Account","Servicing","541986202735086","1.0","84","B063","Secondary"
"Personal Loan","New Application","021604282826792","0.5","24","B010","Primary"
"Checking Account","Closed","866442991328941","1.0","48","B069","Secondary"
"Checking Account","New Application","938069241322206","0.7000000000000001","72","B097","Middle Income"
"Mortgage","Closed","084028902572949","0.2","84","B091","Primary"
"Personal Loan","New Application","286100196290824","0.4","36","B010","Primary"
"Checking Account","Servicing","579898596119362","0.9","72","B029","Primary"
"Personal Loan","New Application","501772972406333","0.4","60","B086","Secondary"
"Personal Loan","New Application","739178055489665","0.2","36","B011","Secondary"
"Mortgage","New Application","867138811215896","0.5","12","B021","Primary"
"Savings Account","Closed","118616528818586","0.5","12","B002","Low Income"
"Checking Account","Closed","299368413331638","0.5","72","B079","Middle Income"
"Mortgage","New Application","220408890710241","0.30000000000000004","12","B018","High Income"
"Checking Account","Closed","450644949755948","0.8","24","B016","Middle Income"
"Checking Account","Servicing","378116855187868","0.4","84","B099","Middle Income"
"Mortgage","Servicing","630036085162340","0.5","48","B080","Middle Income"
"Checking Account","Closed","715621311555324","0.6000000000000001","84","B033","Middle Income"
"Checking Account","New Application","373657927056850","0.8","72","B012","Secondary"
"Personal Loan","New Application","213399935750797","1.0","48","B100","Primary"
"Mortgage","Closed","479802376930711","0.7000000000000001","24","B054","Middle Income"
"Personal Loan","Servicing","075025799339645","0.1","24","B095","Secondary"
"Personal Loan","Servicing","838192263873063","0.4","36","B063","Secondary"
"Savings Account","Closed","511530820056844","0.6000000000000001","36","B073","Middle Income"
"Mortgage","Closed","152895701846089","1.0","84","B012","Low Income"
"Personal Loan","New Application","493630351665495","0.6000000000000001","48","B096","High Income"
"Savings Account","Servicing","936467152137219","0.1","72","B052","Middle Income"
"Personal Loan","New Application","789464565436879","0.4","24","B034","High Income"
"Personal Loan","New Application","162455537656146","0.1","12","B070","Secondary"
"Personal Loan","New Application","731492235974191","0.9","60","B079","High Income"
"Personal Loan","New Application","871915374143176","0.2","48","B063","Secondary"
"Mortgage","New Application","453806301501857","0.8","24","B006","Primary"
"Personal Loan","New Application","374712307004008","0.30000000000000004","72","B081","Secondary"
"Mortgage","New Application","554900930308660","1.0","60","B028","Secondary"
"Savings Account","New Application","769658333359464","0.4","72","B049","Primary"
"Checking Account","New Application","104626108058150","0.2","84","B027","High Income"
"Mortgage","Servicing","687157765806228","0.30000000000000004","84","B048","Low Income"
"Checking Account","Servicing","441617369140500","0.30000000000000004","60","B020","Low Income"
"Personal Loan","Closed","008739693747181","0.7000000000000001","48","B004","Middle Income"
"Savings Account","Servicing","730412371583315","0.2","36","B044","Low Income"
"Savings Account","Closed","298469655626342","0.4","12","B018","Primary"
"Checking Account","Servicing","882895577878772","1.0","36","B018","Middle Income"
"Personal Loan","Closed","473286015433922","0.30000000000000004","48","B061","Primary"
"Checking Account","Servicing","653616688324156","0.4","48","B012","Middle Income"
"Mortgage","Closed","373904728074194","0.1","84","B041","Secondary"
"Savings Account","New Application","825748731787595","1.0","36","B010","High Income"
"Personal Loan","Closed","416154873980882","1.0","12","B050","Secondary"
"Mortgage","Servicing","975180260434003","0.4","84","B092","High Income"
"Savings Account","Servicing","300436265163379","0.1","36","B068","High Income"
"Personal Loan","Servicing","657442403961136","0.9","48","B086","Primary"
"Savings Account","Closed","593309120937479","0.8","84","B051","Primary"
"Savings Account","Closed","038535443980184","0.4","84","B099","Primary"
"Savings Account","New Application","785805396292444","0.1","72","B035","Secondary"
"Mortgage","Closed","837053324993975","0.30000000000000004","24","B053","Middle Income"
"Checking Account","New Application","610058206043770","0.6000000000000001","84","B025","High Income"
"Savings Account","Servicing","876576318454864","0.6000000000000001","72","B065","Middle Income"
"Mortgage","Closed","601034248568081","0.30000000000000004","60","B050","Middle Income"
"Mortgage","New Application","743221603752725","1.0","84","B083","Low Income"
"Savings Account","Closed","364303563961183","0.6000000000000001","72","B050","Primary"
"Personal Loan","Servicing","257699401210933","0.2","24","B014","High Income"
"Personal Loan","Closed","478512153809899","0.4","60","B006","Middle Income"
"Personal Loan","New Application","782392409576635","0.7000000000000001","24","B095","High Income"
"Mortgage","Closed","802397719676175","0.9","72","B050","Low Income"
"Mortgage","Servicing","231779340196098","0.4","12","B082","Primary"
"Checking Account","Servicing","111771385013009","0.1","24","B003","High Income"
"Personal Loan","New Application","354111265275026","0.7000000000000001","60","B021","Primary"
"Checking Account","Closed","110931819178714","0.9","84","B038","High Income"
"Checking Account","Servicing","488220966897896","0.6000000000000001","36","B045","Secondary"
"Checking Account","Servicing","039777615708519","1.0","48","B039","Low Income"
"Personal Loan","Servicing","248729213726562","0.6000000000000001","60","B060","Primary"
"Checking Account","New Application","933423175167009","0.5","84","B081","High Income"
"Personal Loan","Servicing","461889427339298","0.5","24","B072","High Income"
"Savings Account","New Application","545083601005741","0.6000000000000001","48","B004","Middle Income"
"Savings Account","Closed","602568166809887","0.30000000000000004","84","B020","Middle Income"
"Mortgage","Closed","379169275416135","0.30000000000000004","84","B008","Primary"
"Mortgage","Servicing","137299178534833","0.7000000000000001","72","B025","Low Income"
"Checking Account","Closed","892089940769066","0.30000000000000004","12","B053","Middle Income"
"Mortgage","Closed","993431231983027","0.1","84","B063","Primary"
"Savings Account","Closed","933183657885131","0.7000000000000001","24","B025","Primary"
"Checking Account","New Application","736879441079848","0.4","84","B097","Middle Income"
"Mortgage","Closed","278421265725983","0.6000000000000001","60","B001","Secondary"
"Personal Loan","Servicing","589777036664427","1.0","36","B022","Primary"
"Mortgage","Servicing","481990756944689","0.6000000000000001","60","B088","Primary"
"Checking Account","Servicing","544442238399384","0.6000000000000001","36","B076","Low Income"
"Personal Loan","Servicing","017752827026505","0.5","72","B091","Low Income"
"Personal Loan","New Application","791935920871791","0.1","36","B079","High Income"
"Personal Loan","Closed","062982618595947","1.0","48","B061","High Income"
"Savings Account","Closed","997077233205159","1.0","48","B011","High Income"
"Personal Loan","Servicing","158254091352846","0.5","72","B050","Low Income"
"Savings Account","New Application","279293222544078","0.1","72","B015","Middle Income"
"Personal Loan","Closed","652392090367089","0.6000000000000001","24","B054","High Income"
"Mortgage","New Application","532158789417876","0.2","84","B008","Middle Income"
"Mortgage","Servicing","273986832992051","0.1","84","B022","Middle Income"
"Mortgage","Servicing","566079625770756","0.8","72","B081","Primary"
"Savings Account","Servicing","358850599324519","0.7000000000000001","36","B007","Low Income"
"Personal Loan","Closed","771878218351452","0.2","60","B073","Middle Income"
"Savings Account","New Application","342329190232174","0.9","12","B096","Secondary"
"Personal Loan","New Application","760438557613457","0.30000000000000004","36","B053","Middle Income"
"Checking Account","Servicing","271900227821439","0.5","84","B087","Primary"
"Mortgage","Servicing","293531309045603","0.1","12","B056","Secondary"
"Savings Account","Servicing","854298156379945","0.7000000000000001","72","B076","Secondary"
"Personal Loan","New Application","918979745158733","0.4","12","B088","Secondary"
"Checking Account","Closed","453554670467451","0.30000000000000004","12","B091","Low Income"
"Mortgage","Closed","040076913799426","0.9","84","B037","Secondary"
"Personal Loan","Closed","619387737818799","0.8","36","B099","High Income"
"Mortgage","New Application","318587296922402","0.4","84","B076","Primary"
"Mortgage","Closed","990727758662697","0.5","60","B099","High Income"
"Savings Account","Servicing","673948619065490","0.7000000000000001","48","B060","High Income"
"Personal Loan","Closed","947003854548948","0.5","48","B065","Low Income"
"Savings Account","New Application","027853738430067","1.0","36","B095","Secondary"
"Mortgage","New Application","966967280373088","0.2","12","B076","Middle Income"
"Personal Loan","New Application","228213629669973","0.4","12","B009","Middle Income"
"Savings Account","Servicing","233830052337767","0.7000000000000001","72","B075","Middle Income"
"Savings Account","New Application","167266309710030","0.8","72","B046","Secondary"
"Mortgage","Servicing","165345963188210","1.0","84","B077","Middle Income"
"Personal Loan","New Application","229190114579839","0.5","12","B055","Low Income"
"Savings Account","New Application","025191093159147","0.6000000000000001","24","B005","Low Income"
"Personal Loan","Servicing","294694337328214","1.0","48","B051","Low Income"
"Personal Loan","New Application","718286704877476","1.0","24","B065","Middle Income"
"Checking Account","Servicing","296255696427187","0.8","24","B011","Low Income"
"Personal Loan","Closed","100686868562168","0.6000000000000001","12","B017","High Income"
"Savings Account","Closed","546812793481251","0.7000000000000001","36","B018","Middle Income"
"Mortgage","Servicing","279792790464143","0.4","60","B032","Middle Income"
"Checking Account","Servicing","832894363888095","0.30000000000000004","36","B089","Low Income"
"Personal Loan","Closed","700062255169348","1.0","72","B025","Primary"
"Checking Account","Closed","617529778474896","0.2","12","B002","High Income"
"Mortgage","Servicing","382869800902363","0.4","12","B023","Low Income"
"Mortgage","New Application","283367427871280","0.7000000000000001","60","B054","Middle Income"
"Savings Account","Closed","620130107645258","0.8","12","B099","Secondary"
"Savings Account","Closed","207546350090676","0.5","72","B047","High Income"
"Personal Loan","Closed","867521256948089","0.8","72","B027","Secondary"
"Personal Loan","New Application","098436519066885","0.7000000000000001","12","B032","High Income"
"Savings Account","New Application","318463586667018","0.4","24","B061","Low Income"
"Savings Account","New Application","617320019911428","0.9","72","B025","High Income"
"Personal Loan","Closed","526682754262433","1.0","36","B052","Low Income"
"Personal Loan","New Application","135270857376608","0.8","60","B060","High Income"
"Mortgage","New Application","942589267876482","0.5","36","B050","Middle Income"
"Personal Loan","Closed","376759790809020","1.0","12","B065","Secondary"
"Savings Account","Closed","000045623883527","0.8","84","B066","Secondary"
"Savings Account","Servicing","415886680609046","0.2","36","B019","Secondary"
"Mortgage","Closed","278787577364971","0.30000000000000004","24","B010","Middle Income"
"Mortgage","New Application","991252838253907","0.9","72","B099","High Income"
"Personal Loan","Servicing","521819569541651","0.6000000000000001","72","B054","Middle Income"
"Mortgage","Servicing","230014298886500","0.2","72","B024","High Income"
"Savings Account","Servicing","671705952219316","0.2","60","B051","High Income"
"Personal Loan","Servicing","464147173244428","0.6000000000000001","84","B099","Secondary"
"Mortgage","Closed","470547950593065","0.8","60","B045","Secondary"
"Checking Account","Closed","877298374883402","0.4","84","B062","Secondary"
"Checking Account","Closed","728719389140575","0.8","48","B007","Middle Income"
"Savings Account","New Application","858402731706525","1.0","36","B033","High Income"
"Checking Account","Closed","339057620199782","0.8","24","B091","Low Income"
"Personal Loan","Servicing","620797479743397","0.30000000000000004","72","B058","Low Income"
"Checking Account","New Application","803764606371991","0.7000000000000001","60","B073","High Income"
"Savings Account","Servicing","748154408853027","0.6000000000000001","72","B087","Middle Income"
"Mortgage","New Application","726649378284993","0.9","24","B072","Primary"
"Savings Account","New Application","936807704212814","0.4","12","B036","Low Income"
"Mortgage","New Application","933450889893637","0.9","48","B039","Low Income"
"Mortgage","Closed","945398961722026","0.8","36","B037","Low Income"
"Savings Account","Closed","465953779285929","0.2","72","B076","High Income"
"Savings Account","Servicing","621590863601418","0.4","72","B013","Low Income"
"Mortgage","Servicing","675417301204000","0.9","72","B008","Primary"
"Savings Account","Closed","310608382864410","0.7000000000000001","72","B044","Low Income"
"Mortgage","Servicing","490469144773617","0.9","72","B066","Low Income"
"Personal Loan","Servicing","178697636308333","0.6000000000000001","72","B047","Primary"
"Personal Loan","Servicing","565683314159531","0.6000000000000001","24","B037","Low Income"
"Checking Account","Servicing","368547560585804","0.1","72","B064","Secondary"
"Checking Account","Servicing","054579976392633","0.30000000000000004","84","B053","Low Income"
"Mortgage","New Application","778372574195067","0.7000000000000001","12","B093","Secondary"
"Mortgage","New Application","663403425459649","0.4","24","B048","Primary"
"Checking Account","Closed","728872215736468","1.0","72","B002","High Income"
"Checking Account","Servicing","491321381018605","0.1","12","B083","Low Income"
"Mortgage","Closed","955232361777235","0.1","24","B001","Middle Income"
"Checking Account","Servicing","781596896854471","0.4","36","B032","Low Income"
"Mortgage","New Application","884049863051840","0.2","60","B064","Primary"
"Personal Loan","Servicing","236523274998836","0.30000000000000004","72","B040","High Income"
"Savings Account","Servicing","298697565413831","0.6000000000000001","24","B025","Primary"
"Checking Account","Closed","919977802472875","0.2","36","B069","Middle Income"
"Mortgage","Closed","566671422835808","0.6000000000000001","12","B053","High Income"
"Personal Loan","Closed","226215469369364","0.6000000000000001","60","B096","Secondary"
"Mortgage","Servicing","502380483723190","0.6000000000000001","36","B048","High Income"
"Mortgage","New Application","048542387000710","0.4","36","B097","High Income"
"Mortgage","Closed","243218081355448","0.9","84","B037","Middle Income"
"Personal Loan","Servicing","681936049979386","0.1","84","B059","Primary"
"Checking Account","Servicing","199535080165340","0.4","72","B029","Middle Income"
"Checking Account","New Application","343175940960454","0.2","60","B049","High Income"
"Checking Account","Closed","426945797842655","0.1","72","B093","Primary"
"Mortgage","Servicing","360796893105936","0.6000000000000001","84","B015","High Income"
"Checking Account","Servicing","712498818929373","0.2","24","B069","Middle Income"
"Mortgage","Closed","987077455720817","0.8","24","B019","Primary"
"Savings Account","Closed","836627955135949","0.8","48","B002","Primary"
"Checking Account","Servicing","627043052431485","1.0","48","B075","Low Income"
"Mortgage","New Application","777663829975949","0.4","48","B097","Secondary"
"Mortgage","Closed","011861567835094","0.1","24","B039","Secondary"
"Personal Loan","New Application","351428519533320","0.30000000000000004","12","B054","High Income"
"Checking Account","New Application","828498966581355","1.0","60","B081","High Income"
"Mortgage","New Application","714567697592180","0.5","12","B038","Low Income"
"Savings Account","Servicing","390957084710054","0.5","36","B044","High Income"
"Checking Account","New Application","191477211981180","0.2","48","B027","Low Income"
"Checking Account","Servicing","756974735997489","0.5","24","B052","High Income"
"Savings Account","New Application","322088808867681","0.7000000000000001","36","B065","Secondary"
"Personal Loan","Servicing","993447242558859","0.4","72","B054","High Income"
"Personal Loan","New Application","532145628829348","0.1","84","B097","Low Income"
"Savings Account","New Application","603663713959365","0.8","24","B041","Low Income"
"Mortgage","Servicing","851108297335323","0.30000000000000004","12","B065","Primary"
"Personal Loan","Servicing","939425570323087","0.2","48","B093","Primary"
"Mortgage","Closed","929094878663161","0.7000000000000001","48","B046","Primary"
"Personal Loan","Closed","318696859464495","0.9","72","B036","Primary"
"Personal Loan","Closed","332990503214373","0.1","24","B090","Secondary"
"Savings Account","Closed","683007835177936","0.5","84","B094","Secondary"
"Checking Account","New Application","171235842770075","0.7000000000000001","84","B086","Low Income"
"Savings Account","Closed","703951092509717","0.4","60","B030","Middle Income"
"Checking Account","Servicing","656338784323352","0.4","60","B089","High Income"
"Savings Account","New Application","056291099979998","0.8","24","B009","Secondary"
"Personal Loan","Servicing","634460831735388","0.2","12","B074","Low Income"
"Personal Loan","Closed","043831832613460","0.9","60","B011","Middle Income"
"Mortgage","Closed","954059614333803","0.30000000000000004","48","B086","Middle Income"
"Personal Loan","Closed","865542146838536","0.6000000000000001","60","B065","Middle Income"
"Savings Account","Servicing","888717615447018","0.4","60","B066","Low Income"
"Personal Loan","Servicing","121285464164701","0.7000000000000001","36","B078","Secondary"
"Savings Account","New Application","528837687349332","0.6000000000000001","24","B008","Middle Income"
"Savings Account","New Application","241446735473588","0.5","72","B041","High Income"
"Savings Account","Servicing","916306495490101","0.9","60","B015","Low Income"
"Checking Account","Closed","971118190492045","0.9","60","B067","Low Income"
"Savings Account","Closed","561745304818692","0.7000000000000001","72","B057","Low Income"
"Checking Account","Closed","707519943330796","0.7000000000000001","72","B017","Middle Income"
"Mortgage","Servicing","041859101749644","0.7000000000000001","12","B002","Primary"
"Savings Account","Servicing","640144435859118","0.1","48","B079","Secondary"
"Mortgage","Closed","875666843423684","0.30000000000000004","48","B077","Primary"
"Personal Loan","Closed","319336547107542","0.2","60","B079","High Income"
"Savings Account","Closed","375614444840617","0.5","84","B068","Primary"
"Checking Account","Closed","731626788877993","0.4","60","B022","Low Income"
"Checking Account","Servicing","914360370871237","0.2","84","B093","High Income"
"Checking Account","Servicing","468875532414729","1.0","12","B008","Secondary"
"Mortgage","Servicing","285905633001674","0.7000000000000001","36","B088","Secondary"
"Mortgage","New Application","988956558608163","0.1","72","B090","Secondary"
"Savings Account","Closed","126776014089265","0.1","84","B040","Primary"
"Checking Account","Servicing","865948162001764","0.8","72","B025","Secondary"
"Personal Loan","New Application","219943437982173","0.1","48","B048","High Income"
"Mortgage","Closed","146952342991674","0.5","36","B094","Middle Income"
"Mortgage","Closed","618432518768920","0.2","48","B079","Primary"
"Mortgage","New Application","827547278545110","0.1","48","B038","High Income"
"Savings Account","Closed","256945060645004","0.7000000000000001","24","B003","Middle Income"
"Personal Loan","New Application","224090192402432","0.8","24","B058","Secondary"
"Mortgage","New Application","578072437588669","0.4","12","B068","Middle Income"
"Checking Account","New Application","716235901566522","0.6000000000000001","36","B085","Primary"
"Savings Account","Servicing","453728714157633","0.4","72","B098","Low Income"
"Mortgage","Closed","180232433233837","0.5","60","B058","Low Income"
"Personal Loan","New Application","215016410544779","0.9","48","B032","Secondary"
"Savings Account","Closed","825887564041028","0.4","72","B043","Low Income"
"Checking Account","Servicing","986516340326222","0.30000000000000004","48","B015","Middle Income"
"Mortgage","Closed","504014402636328","0.7000000000000001","60","B034","High Income"
"Checking Account","New Application","602003090118115","0.5","48","B052","Low Income"
"Savings Account","Closed","540009877806753","1.0","24","B085","Primary"
"Savings Account","Closed","550840407437445","0.7000000000000001","24","B058","Middle Income"
"Checking Account","New Application","617603229552841","0.1","72","B032","Secondary"
"Personal Loan","Closed","727692992821398","1.0","60","B016","High Income"
"Savings Account","New Application","892662211743408","0.8","60","B044","High Income"
"Checking Account","Servicing","430159188680801","0.6000000000000001","84","B100","Secondary"
"Checking Account","Servicing","590643960230866","0.9","84","B022","Middle Income"
"Savings Account","Closed","223748297143089","0.8","72","B012","Secondary"
"Checking Account","New Application","496751856370306","0.2","36","B094","Middle Income"
"Personal Loan","Closed","313660408933176","0.7000000000000001","60","B029","Primary"
"Checking Account","Servicing","877766037044551","1.0","84","B021","Secondary"
"Mortgage","Servicing","165471046992012","0.9","24","B092","Middle Income"
"Mortgage","Closed","308743845865386","0.1","48","B074","High Income"
"Checking Account","New Application","326255654109982","0.8","24","B074","Low Income"
"Mortgage","Servicing","809007697142677","0.1","72","B008","Low Income"
"Savings Account","Closed","024598672537079","1.0","24","B047","Low Income"
"Personal Loan","New Application","363806147326233","0.5","48","B038","High Income"
"Checking Account","New Application","667318599555797","0.5","48","B069","Primary"
"Savings Account","New Application","351221787981925","0.30000000000000004","12","B083","Secondary"
"Checking Account","New Application","058803952133765","0.6000000000000001","12","B015","High Income"
"Personal Loan","New Application","011533030291347","0.2","24","B073","Middle Income"
"Mortgage","Servicing","536967025418842","0.1","60","B014","Low Income"
"Personal Loan","Servicing","965811288344542","0.8","48","B031","Middle Income"
"Personal Loan","New Application","200427649009977","0.5","48","B035","Primary"
"Mortgage","Servicing","356797870972655","1.0","12","B089","High Income"
"Checking Account","Closed","626421671158997","0.7000000000000001","72","B057","Middle Income"
"Checking Account","Servicing","238790895260883","0.9","60","B081","Middle Income"
"Checking Account","Closed","380005044482375","1.0","72","B055","Low Income"
"Personal Loan","Closed","054659877923070","0.2","72","B044","High Income"
"Mortgage","Servicing","472317106703858","0.5","36","B013","High Income"
"Savings Account","Servicing","992305836310482","0.30000000000000004","48","B049","Low Income"
"Savings Account","Closed","707168994626709","0.6000000000000001","36","B002","Middle Income"
"Personal Loan","Servicing","490227360133388","0.6000000000000001","48","B082","High Income"
"Savings Account","Closed","430060015205121","0.8","60","B100","Primary"
"Checking Account","Closed","258688208668025","0.6000000000000001","12","B097","Primary"
"Personal Loan","Servicing","517133423400005","0.4","60","B045","Primary"
"Savings Account","Closed","370627897085046","0.2","72","B005","Middle Income"
"Checking Account","New Application","281825166337631","0.2","60","B011","Middle Income"
"Mortgage","Closed","017669816177910","0.2","60","B077","Middle Income"
"Checking Account","Servicing","419423978805993","0.7000000000000001","84","B015","High Income"
"Personal Loan","Closed","106891752332995","1.0","48","B090","Low Income"
"Personal Loan","Servicing","834159436138482","0.4","84","B034","Low Income"
"Savings Account","Closed","726441823190316","0.5","72","B004","Primary"
"Checking Account","New Application","168009981848615","0.2","12","B019","High Income"
"Mortgage","Closed","207509964587639","1.0","48","B047","Secondary"
"Personal Loan","New Application","728056793731178","0.7000000000000001","36","B076","Primary"
"Checking Account","New Application","591588713993430","0.4","84","B088","Middle Income"
"Checking Account","Servicing","838507679832736","0.8","12","B068","Secondary"
"Personal Loan","New Application","423140254707602","0.5","84","B056","Secondary"
"Personal Loan","Servicing","911167926427433","0.6000000000000001","24","B028","High Income"
"Savings Account","Servicing","684679777491296","0.30000000000000004","24","B029","Primary"
"Checking Account","Servicing","577114470031621","0.4","24","B056","Primary"
"Savings Account","Closed","654430373052977","0.1","24","B074","High Income"
"Personal Loan","Servicing","061321879563086","0.5","72","B063","Middle Income"
"Savings Account","Closed","236971616526494","0.2","84","B072","Middle Income"
"Personal Loan","New Application","822375950742965","0.8","84","B085","Low Income"
"Savings Account","Closed","612972679761451","0.1","84","B010","Low Income"
"Checking Account","Servicing","787187935093940","0.7000000000000001","60","B090","Low Income"
"Personal Loan","Servicing","712239033214559","0.30000000000000004","24","B042","Low Income"
"Personal Loan","Servicing","068449370740164","0.5","48","B040","Primary"
"Checking Account","Servicing","773025429338000","0.6000000000000001","84","B016","Low Income"
"Checking Account","Servicing","589988995784276","0.6000000000000001","84","B027","Primary"
"Checking Account","Closed","790694873825181","0.9","12","B057","Low Income"
"Savings Account","Closed","449812776275779","0.1","84","B050","Secondary"
"Mortgage","Servicing","121099557232243","0.6000000000000001","60","B047","Primary"
"Mortgage","Servicing","769193310874838","0.6000000000000001","60","B033","Primary"
"Checking Account","New Application","550406883628086","0.5","48","B026","Secondary"
"Mortgage","Closed","578259200069804","0.8","24","B017","Low Income"
"Savings Account","Closed","037130038932285","0.6000000000000001","48","B007","Low Income"
"Mortgage","Closed","169299784660850","0.2","84","B025","Primary"
"Personal Loan","Closed","216924425513867","0.4","36","B047","High Income"
"Mortgage","Closed","483543951901716","0.30000000000000004","48","B024","Secondary"
"Savings Account","Closed","844708780180667","0.5","84","B027","Primary"
"Checking Account","New Application","526029255561242","1.0","84","B026","High Income"
"Savings Account","New Application","192062866222532","0.7000000000000001","12","B007","High Income"
"Mortgage","Closed","697041441703015","0.30000000000000004","36","B048","Secondary"
"Personal Loan","Servicing","109420167450364","0.4","12","B069","Low Income"
"Mortgage","New Application","204003293468588","0.6000000000000001","36","B049","Primary"
"Personal Loan","New Application","982906427291588","1.0","48","B030","Secondary"
"Savings Account","Closed","779913180211235","0.5","36","B081","Primary"
"Savings Account","Closed","691247764034908","0.8","72","B090","Middle Income"
"Savings Account","Closed","433179757223344","0.4","72","B084","Middle Income"
"Personal Loan","Closed","957751389265386","0.5","60","B048","High Income"
"Savings Account","New Application","615262033747812","0.2","60","B038","Low Income"
"Personal Loan","New Application","050037040063380","0.4","60","B025","Low Income"
"Savings Account","Servicing","619100865497882","1.0","36","B003","Low Income"
"Personal Loan","New Application","679715443496134","0.7000000000000001","24","B067","Low Income"
"Mortgage","Servicing","786063218002983","0.1","48","B008","High Income"
"Checking Account","Servicing","941483153331275","0.30000000000000004","24","B022","High Income"
"Checking Account","New Application","785297738983965","0.2","12","B096","Low Income"
"Checking Account","Servicing","351634767576478","0.4","72","B080","High Income"
"Mortgage","Closed","913488968244453","0.4","60","B026","High Income"
"Mortgage","Servicing","960453574762004","0.4","24","B006","Primary"
"Savings Account","New Application","968903627583554","0.30000000000000004","48","B076","Low Income"
"Personal Loan","New Application","230806743869527","0.1","24","B094","Middle Income"
"Savings Account","Closed","293546605752255","0.5","12","B039","Secondary"
"Savings Account","Closed","918622520512668","0.1","36","B091","Primary"
"Personal Loan","Servicing","190729931028684","0.8","48","B022","Low Income"
"Personal Loan","Servicing","637862973497182","0.5","84","B039","High Income"
"Checking Account","Servicing","414974200496026","0.1","84","B006","High Income"
"Savings Account","Closed","891352540499450","0.6000000000000001","72","B026","High Income"
"Checking Account","Closed","444070914183197","0.7000000000000001","12","B072","Low Income"
"Personal Loan","Servicing","097188367140110","0.30000000000000004","60","B099","Secondary"
"Mortgage","New Application","287941866648494","0.8","12","B042","Secondary"
"Savings Account","Closed","957890684554475","0.1","36","B046","High Income"
"Mortgage","Servicing","221561065980551","1.0","48","B032","Middle Income"
"Personal Loan","New Application","497506351826781","0.9","84","B090","Low Income"
"Checking Account","Servicing","546504389214191","0.6000000000000001","12","B001","Middle Income"
"Personal Loan","Closed","495559656863234","1.0","24","B055","Primary"
"Savings Account","Servicing","087829701625422","0.5","72","B088","Secondary"
"Personal Loan","New Application","737714108375406","0.30000000000000004","24","B028","Primary"
"Checking Account","New Application","256244704577926","0.7000000000000001","36","B012","Middle Income"
"Mortgage","New Application","664898727937628","0.30000000000000004","72","B071","Primary"
"Savings Account","New Application","287806672845335","0.6000000000000001","24","B036","Low Income"
"Checking Account","New Application","091748980733100","0.8","72","B049","High Income"
"Mortgage","Servicing","423023091059897","0.6000000000000001","72","B031","Middle Income"
"Checking Account","Closed","755307159953805","0.6000000000000001","84","B090","Primary"
"Personal Loan","Closed","598844524310278","1.0","24","B090","High Income"
"Mortgage","New Application","165485274333419","0.4","36","B008","High Income"
"Checking Account","New Application","858560071462011","1.0","36","B051","Low Income"
"Savings Account","New Application","704628177115664","0.30000000000000004","48","B002","Low Income"
"Mortgage","Closed","918771829160348","0.5","36","B011","Primary"
"Personal Loan","New Application","573242460421493","0.4","36","B022","Low Income"
"Mortgage","Servicing","121785688443918","0.2","36","B079","Low Income"
"Savings Account","New Application","817588293256116","1.0","60","B069","Secondary"
"Checking Account","New Application","299363881624925","0.4","36","B038","Low Income"
"Savings Account","Closed","053269145325400","0.5","60","B043","Secondary"
"Checking Account","Servicing","436975787733409","1.0","36","B049","Secondary"
"Checking Account","Servicing","548378043079154","0.30000000000000004","36","B086","Low Income"
"Checking Account","Servicing","027222520338466","0.4","60","B081","Primary"
"Checking Account","Servicing","031519282654863","1.0","84","B023","Middle Income"
